city,GPSLatitude,GPSLontitude,DegreeLatitude,DegreeLontitude,code,zcode
松阳县,28.45229887,119.4770498,28°27′8.28″,119°28′37.38″,578,331124
云和县,28.11922545,119.5687584,28°7′9.21″,119°34′7.53″,578,331125
庆元县,27.62228704,119.0574748,27°37′20.23″,119°3′26.91″,578,331126
景宁畲族自治县,27.97674681,119.6312697,27°58′36.29″,119°37′52.57″,578,331127
龙泉市,28.07772817,119.1363702,28°4′39.82″,119°8′10.93″,578,331181
合肥市,31.82343995,117.2217886,31°49′24.38″,117°13′18.44″,551,340100
瑶海区,31.86005549,117.3039085,31°51′36.20″,117°18′14.07″,551,340102
庐阳区,31.88065483,117.2591127,31°52′50.36″,117°15′32.81″,551,340103
蜀山区,31.85326353,117.2550614,31°51′11.75″,117°15′18.22″,551,340104
包河区,31.7951392,117.3039811,31°47′42.50″,117°18′14.33″,551,340111
长丰县,32.48031106,117.1619867,32°28′49.12″,117°9′43.15″,551,340121
肥东县,31.88966001,117.4635632,31°53′22.78″,117°27′48.83″,551,340122
肥西县,31.72407559,117.1625485,31°43′26.67″,117°9′45.17″,551,340123
芜湖市,31.34062729,118.3797487,31°20′26.26″,118°22′47.10″,553,340200
镜湖区,31.34222439,118.3798435,31°20′32.01″,118°22′47.44″,553,340202
弋江区,31.31346246,118.3675776,31°18′48.46″,118°22′3.28″,553,340203
鸠江区,31.37171464,118.3871289,31°22′18.17″,118°23′13.66″,553,340207
三山区,31.22593975,118.229554,31°13′33.38″,118°13′46.39″,553,340208
芜湖县,31.13709121,118.5711834,31°8′13.53″,118°34′16.26″,553,340221
繁昌县,31.08503045,118.1941722,31°5′6.11″,118°11′39.02″,553,340222
南陵县,30.91707941,118.328976,30°55′1.49″,118°19′44.31″,553,340223
蚌埠市,32.91798917,117.3838771,32°55′4.76″,117°23′1.96″,552,340300
龙子湖区,32.94470188,117.3879486,32°56′40.93″,117°23′16.62″,552,340302
蚌山区,32.94590719,117.3618044,32°56′45.27″,117°21′42.50″,552,340303
禹会区,32.93510801,117.3473834,32°56′6.39″,117°20′50.58″,552,340304
淮上区,32.965942,117.3542373,32°57′57.39″,117°21′15.25″,552,340311
怀远县,32.97186222,117.1994858,32°58′18.70″,117°11′58.15″,552,340321
五河县,33.14680257,117.8798359,33°8′48.49″,117°52′47.41″,552,340322
固镇县,33.31912954,117.3109018,33°19′8.87″,117°18′39.25″,552,340323
淮南市,32.62753812,116.994531,32°37′39.14″,116°59′40.31″,554,340400
大通区,32.63358227,117.0476953,32°38′0.90″,117°2′51.70″,554,340402
田家庵区,32.64914701,117.0119214,32°38′56.93″,117°0′42.92″,554,340403
谢家集区,32.60209749,116.8538762,32°36′7.55″,116°51′13.95″,554,340404
八公山区,32.6318018,116.8269575,32°37′54.49″,116°49′37.05″,554,340405
潘集区,32.78466173,116.8115725,32°47′4.78″,116°48′41.66″,554,340406
凤台县,32.71149425,116.70581,32°42′41.38″,116°42′20.92″,554,340421
马鞍山市,31.69874146,118.4994374,31°41′55.47″,118°29′57.97″,555,340500
金家庄区,31.72162326,118.487128,31°43′17.84″,118°29′13.66″,555,340502
花山区,31.70209351,118.5071355,31°42′7.54″,118°30′25.69″,555,340503
雨山区,31.68415288,118.4934741,31°41′2.95″,118°29′36.51″,555,340504
当涂县,31.57312262,118.4925182,31°34′23.24″,118°29′33.07″,555,340521
淮北市,33.95725992,116.7928684,33°57′26.14″,116°47′34.33″,561,340600
杜集区,33.9929398,116.8227832,33°59′34.58″,116°49′22.02″,561,340602
相山区,33.96119687,116.7892404,33°57′40.31″,116°47′21.27″,561,340603
烈山区,33.89456266,116.8078845,33°53′40.43″,116°48′28.38″,561,340604
濉溪县,33.91687033,116.7608809,33°55′0.73″,116°45′39.17″,561,340621
铜陵市,30.94680757,117.8054873,30°56′48.51″,117°48′19.75″,562,340700
铜官山区,30.93653682,117.8099289,30°56′11.53″,117°48′35.74″,562,340702
狮子山区,30.95255094,117.8451367,30°57′9.18″,117°50′42.49″,562,340703
郊区,30.92206095,117.8033328,30°55′19.42″,117°48′12.00″,562,340711
铜陵县,30.95506813,117.7861474,30°57′18.25″,117°47′10.13″,562,340721
安庆市,30.52719638,117.0514282,30°31′37.91″,117°3′5.14″,556,340800
迎江区,30.50654299,117.043905,30°30′23.55″,117°2′38.06″,556,340802
大观区,30.51454146,117.0289346,30°30′52.35″,117°1′44.16″,556,340803
宜秀区,30.51077932,117.0553295,30°30′38.81″,117°3′19.19″,556,340811
怀宁县,30.73675856,116.8246407,30°44′12.33″,116°49′28.71″,556,340822
枞阳县,30.70252823,117.2145771,30°42′9.10″,117°12′52.48″,556,340823
潜山县,30.63371935,116.5764022,30°38′1.39″,116°34′35.05″,556,340824
太湖县,30.45664328,116.3036974,30°27′23.92″,116°18′13.31″,556,340825
宿松县,30.15608256,116.1238361,30°9′21.90″,116°7′25.81″,556,340826
望江县,30.12699729,116.6891495,30°7′37.19″,116°41′20.94″,556,340827
岳西县,30.85160197,116.3546573,30°51′5.77″,116°21′16.77″,556,340828
桐城市,31.0543909,116.9457019,31°3′15.81″,116°56′44.53″,556,340881
黄山市,29.71708254,118.3322832,29°43′1.50″,118°19′56.22″,559,341000
屯溪区,29.71379967,118.3285099,29°42′49.68″,118°19′42.64″,559,341002
黄山区,30.27526328,118.1361818,30°16′30.95″,118°8′10.25″,559,341003
徽州区,29.83032416,118.3315191,29°49′49.17″,118°19′53.47″,559,341004
歙县,29.86847062,118.4261169,29°52′6.49″,118°25′34.02″,559,341021
休宁县,29.78863259,118.1772286,29°47′19.08″,118°10′38.02″,559,341022
黟县,29.92746588,117.9331765,29°55′38.88″,117°55′59.44″,559,341023
祁门县,29.85657581,117.7120699,29°51′23.67″,117°42′43.45″,559,341024
滁州市,32.30356473,118.3117158,32°18′12.83″,118°18′42.18″,550,341100
琅琊区,32.29723584,118.300013,32°17′50.05″,118°18′0.05″,550,341102
南谯区,32.32063802,118.3068457,32°19′14.30″,118°18′24.64″,550,341103
来安县,32.45408681,118.4305629,32°27′14.71″,118°25′50.03″,550,341122
全椒县,32.08731619,118.2680049,32°5′14.34″,118°16′4.82″,550,341124
定远县,32.52769888,117.6774588,32°31′39.72″,117°40′38.85″,550,341125
凤阳县,32.86816707,117.5556783,32°52′5.40″,117°33′20.44″,550,341126
天长市,32.69143804,118.9983967,32°41′29.18″,118°59′54.23″,550,341181
明光市,32.77909154,117.9838164,32°46′44.73″,117°59′1.74″,550,341182
阜阳市,32.89209703,115.8087528,32°53′31.55″,115°48′31.51″,558,341200
颍州区,32.88545056,115.8015512,32°53′7.62″,115°48′5.58″,558,341202
颍东区,32.91452735,115.8514247,32°54′52.30″,115°51′5.13″,558,341203
颍泉区,32.92677035,115.8020351,32°55′36.37″,115°48′7.33″,558,341204
临泉县,33.06639437,115.2523898,33°3′59.02″,115°15′8.60″,558,341221
太和县,33.16229059,115.6165991,33°9′44.25″,115°36′59.76″,558,341222
阜南县,32.63726858,115.580439,32°38′14.17″,115°34′49.58″,558,341225
颍上县,32.63091808,116.2594536,32°37′51.31″,116°15′34.03″,558,341226
界首市,33.25853366,115.3687973,33°15′30.72″,115°22′7.67″,558,341282
宿州市,33.64089908,116.9798454,33°38′27.24″,116°58′47.44″,557,341300
埇桥区,33.64176287,116.9719179,33°38′30.35″,116°58′18.90″,557,341302
砀山县,34.42650678,116.3494887,34°25′35.42″,116°20′58.16″,557,341321
萧县,34.19018789,116.9419202,34°11′24.68″,116°56′30.91″,557,341322
灵璧县,33.54369102,117.5523579,33°32′37.29″,117°33′8.49″,557,341323
泗县,33.48466632,117.9052448,33°29′4.80″,117°54′18.88″,557,341324
巢湖市,31.59997305,117.8594327,31°35′59.90″,117°51′33.96″,565,341400
居巢区,31.60074805,117.8565107,31°36′2.69″,117°51′23.44″,565,341402
庐江县,31.25768162,117.2819347,31°15′27.65″,117°16′54.96″,565,341421
无为县,31.30537811,117.8974962,31°18′19.36″,117°53′50.99″,565,341422
含山县,31.71953332,118.1031247,31°43′10.32″,118°6′11.25″,565,341423
和县,31.71731014,118.3627376,31°43′2.32″,118°21′45.86″,565,341424
六安市,31.74703183,116.5005646,31°44′49.31″,116°30′2.03″,564,341500
金安区,31.75775761,116.5039926,31°45′27.93″,116°30′14.37″,564,341502
裕安区,31.7398002,116.4746244,31°44′23.28″,116°28′28.65″,564,341503
寿县,32.57553862,116.7818814,32°34′31.94″,116°46′54.77″,564,341521
霍邱县,32.36348403,116.2766957,32°21′48.54″,116°16′36.10″,564,341522
舒城县,31.46433969,116.9435533,31°27′51.62″,116°56′36.79″,564,341523
金寨县,31.68050257,115.8744957,31°40′49.81″,115°52′28.18″,564,341524
霍山县,31.39462964,116.3276651,31°23′40.67″,116°19′39.59″,564,341525
亳州市,33.84601674,115.7731346,33°50′45.66″,115°46′23.28″,558,341600
谯城区,33.87766016,115.7734782,33°52′39.58″,115°46′24.52″,558,341602
涡阳县,33.5073644,116.2144416,33°30′26.51″,116°12′51.99″,558,341621
蒙城县,33.26762508,116.5591303,33°16′3.45″,116°33′32.87″,558,341622
利辛县,33.14643091,116.2032813,33°8′47.15″,116°12′11.81″,558,341623
池州市,30.67658142,117.4902514,30°40′35.69″,117°29′24.90″,566,341700
贵池区,30.65517783,117.4817372,30°39′18.64″,117°28′54.25″,566,341702
东至县,30.09911429,117.0222433,30°5′56.81″,117°1′20.08″,566,341721
石台县,30.21261676,117.4810661,30°12′45.42″,117°28′51.84″,566,341722
青阳县,30.64168085,117.8421291,30°38′30.05″,117°50′31.66″,566,341723
宣城市,30.94293115,118.7536983,30°56′34.55″,118°45′13.31″,563,341800
宣州区,30.94660615,118.7495083,30°56′47.78″,118°44′58.23″,563,341802
郎溪县,31.12841228,119.1745294,31°7′42.28″,119°10′28.31″,563,341821
广德县,30.89583118,119.4118738,30°53′44.99″,119°24′42.75″,563,341822
泾县,30.69271079,118.4010897,30°41′33.76″,118°24′3.92″,563,341823
绩溪县,30.0735308,118.5908467,30°4′24.71″,118°35′27.05″,563,341824
旌德县,30.28892084,118.5355303,30°17′20.12″,118°32′7.91″,563,341825
宁国市,30.6360231,118.9779492,30°38′9.68″,118°58′40.62″,563,341881
福州市,26.07760642,119.2917036,26°4′39.38″,119°17′30.13″,591,350100
鼓楼区,26.08512379,119.2991132,26°5′6.45″,119°17′56.81″,591,350102
台江区,26.05581903,119.3095495,26°3′20.95″,119°18′34.38″,591,350103
仓山区,26.04972023,119.2689028,26°2′58.99″,119°16′8.05″,591,350104
马尾区,25.99245587,119.4507449,25°59′32.84″,119°27′2.68″,591,350105
晋安区,26.08466879,119.3234126,26°5′4.81″,119°19′24.29″,591,350111
闽侯县,26.15306625,119.1267736,26°9′11.04″,119°7′36.39″,591,350121
连江县,26.20068439,119.5351378,26°12′2.46″,119°32′6.50″,591,350122
罗源县,26.49301353,119.5451495,26°29′34.85″,119°32′42.54″,591,350123
闽清县,26.22456038,118.8587744,26°13′28.42″,118°51′31.59″,591,350124
永泰县,25.8698911,118.9280371,25°52′11.61″,118°55′40.93″,591,350125
平潭县,25.50153051,119.7857468,25°30′5.51″,119°47′8.69″,591,350128
福清市,25.72296931,119.3788319,25°43′22.69″,119°22′43.79″,591,350181
长乐市,25.96622615,119.5187471,25°57′58.41″,119°31′7.49″,591,350182
厦门市,24.48248217,118.0844472,24°28′56.94″,118°5′4.01″,592,350200
思明区,24.44821869,118.0776905,24°26′53.59″,118°4′39.69″,592,350203
海沧区,24.48725658,118.0279364,24°29′14.12″,118°1′40.57″,592,350205
湖里区,24.51501547,118.1409959,24°30′54.06″,118°8′27.59″,592,350206
集美区,24.57844382,118.0924108,24°34′42.40″,118°5′32.68″,592,350211
同安区,24.72544671,118.1470948,24°43′31.61″,118°8′49.54″,592,350212
翔安区,24.6213493,118.243254,24°37′16.86″,118°14′35.71″,592,350213
莆田市,25.45688325,119.0029943,25°27′24.78″,119°0′10.78″,594,350300
城厢区,25.42222724,118.9893255,25°25′20.02″,118°59′21.57″,594,350302
涵江区,25.46135378,119.1114392,25°27′40.87″,119°6′41.18″,594,350303
荔城区,25.4346893,119.011087,25°26′4.88″,119°0′39.91″,594,350304
秀屿区,25.32106963,119.1005367,25°19′15.85″,119°6′1.93″,594,350305
仙游县,25.36491104,118.6870017,25°21′53.68″,118°41′13.21″,594,350322
三明市,26.26685733,117.633822,26°16′0.69″,117°38′1.76″,598,350400
梅列区,26.27512621,117.6409525,26°16′30.45″,117°38′27.43″,598,350402
三元区,26.23760604,117.603163,26°14′15.38″,117°36′11.39″,598,350403
明溪县,26.35912556,117.1971727,26°21′32.85″,117°11′49.82″,598,350421
清流县,26.18108952,116.8122,26°10′51.92″,116°48′43.92″,598,350423
宁化县,26.26517452,116.6497892,26°15′54.63″,116°38′59.24″,598,350424
大田县,25.69573889,117.842354,25°41′44.66″,117°50′32.47″,598,350425
尤溪县,26.17331492,118.1855371,26°10′23.93″,118°11′7.93″,598,350426
沙县,26.40065392,117.7874343,26°24′2.35″,117°47′14.76″,598,350427
将乐县,26.73186999,117.4665958,26°43′54.73″,117°27′59.74″,598,350428
泰宁县,26.90352029,117.170491,26°54′12.67″,117°10′13.77″,598,350429
建宁县,26.83440609,116.841374,26°50′3.86″,116°50′28.95″,598,350430
永安市,25.94484589,117.3598549,25°56′41.45″,117°21′35.48″,598,350481
泉州市,24.9105711,118.5823703,24°54′38.06″,118°34′56.53″,595,350500
鲤城区,24.89075112,118.5612444,24°53′26.70″,118°33′40.48″,595,350502
丰泽区,24.89415446,118.6088206,24°53′38.96″,118°36′31.75″,595,350503
洛江区,24.94264468,118.6666888,24°56′33.52″,118°40′0.08″,595,350504
泉港区,25.1227827,118.9118404,25°7′22.02″,118°54′42.63″,595,350505
惠安县,25.03348978,118.7923436,25°2′0.56″,118°47′32.44″,595,350521
安溪县,25.05872517,118.1814199,25°3′31.41″,118°10′53.11″,595,350524
永春县,25.32432901,118.289279,25°19′27.58″,118°17′21.40″,595,350525
德化县,25.49431222,118.2363089,25°29′39.52″,118°14′10.71″,595,350526
金门县,24.45464421,118.3530656,24°27′16.72″,118°21′11.04″,595,350527
石狮市,24.7352231,118.6434661,24°44′6.80″,118°38′36.48″,595,350581
晋江市,24.78463742,118.5478643,24°47′4.69″,118°32′52.31″,595,350582
南安市,24.96301613,118.3813974,24°57′46.86″,118°22′53.03″,595,350583
漳州市,24.51629846,117.6425833,24°30′58.67″,117°38′33.30″,596,350600
芗城区,24.51379126,117.6492452,24°30′49.65″,117°38′57.28″,596,350602
龙文区,24.5057971,117.7052311,24°30′20.87″,117°42′18.83″,596,350603
云霄县,23.96048515,117.3345841,23°57′37.75″,117°20′4.50″,596,350622
漳浦县,24.12004329,117.609107,24°7′12.16″,117°36′32.79″,596,350623
诏安县,23.71406922,117.1702927,23°42′50.65″,117°10′13.05″,596,350624
长泰县,24.62829195,117.7542338,24°37′41.85″,117°45′15.24″,596,350625
东山县,23.70367899,117.425003,23°42′13.24″,117°25′30.01″,596,350626
南靖县,24.51738235,117.3523633,24°31′2.58″,117°21′8.51″,596,350627
平和县,24.3661932,117.309945,24°21′58.30″,117°18′35.80″,596,350628
华安县,25.00740209,117.5292833,25°0′26.65″,117°31′45.42″,596,350629
龙海市,24.44960186,117.8133851,24°26′58.57″,117°48′48.19″,596,350681
南平市,26.64496038,118.1724011,26°38′41.86″,118°10′20.64″,599,350700
延平区,26.64074638,118.1769051,26°38′26.69″,118°10′36.86″,599,350702
顺昌县,26.79671892,117.805253,26°47′48.19″,117°48′18.91″,599,350721
浦城县,27.9206065,118.5364764,27°55′14.18″,118°32′11.32″,599,350722
光泽县,27.54412262,117.3288703,27°32′38.84″,117°19′43.93″,599,350723
松溪县,27.52946205,118.7806561,27°31′46.06″,118°46′50.36″,599,350724
政和县,27.36946813,118.8529416,27°22′10.09″,118°51′10.59″,599,350725
邵武市,27.34359649,117.4873955,27°20′36.95″,117°29′14.62″,599,350781
武夷山市,27.75978632,118.0301488,27°45′35.23″,118°1′48.54″,599,350782
建瓯市,27.02600336,118.3000796,27°1′33.61″,118°18′0.29″,599,350783
建阳市,27.33496857,118.1153467,27°20′5.89″,118°6′55.25″,599,350784
龙岩市,25.10336214,117.0291323,25°6′12.10″,117°1′44.88″,597,350800
新罗区,25.10099785,117.0323287,25°6′3.59″,117°1′56.38″,597,350802
长汀县,25.83639431,116.3527423,25°50′11.02″,116°21′9.87″,597,350821
