city,GPSLatitude,GPSLontitude,DegreeLatitude,DegreeLontitude,code,zcode
龙江县,47.33642714,123.1986222,47°20′11.14″,123°11′55.04″,452,230221
依安县,47.89118488,125.2990311,47°53′28.27″,125°17′56.51″,452,230223
泰来县,46.39165529,123.4097538,46°23′29.96″,123°24′35.11″,452,230224
甘南县,47.92022385,123.5005196,47°55′12.81″,123°30′1.87″,452,230225
富裕县,47.77187787,124.4668935,47°46′18.76″,124°28′0.82″,452,230227
克山县,48.03495044,125.8690346,48°2′5.82″,125°52′8.52″,452,230229
克东县,48.03982911,126.2420413,48°2′23.38″,126°14′31.35″,452,230230
拜泉县,47.59333708,126.0932446,47°35′36.01″,126°5′35.68″,452,230231
讷河市,48.48220015,124.8774687,48°28′55.92″,124°52′38.89″,452,230281
鸡西市,45.29292426,130.9618926,45°17′34.53″,130°57′42.81″,467,230300
鸡冠区,45.30189585,130.973416,45°18′6.83″,130°58′24.30″,467,230302
恒山区,45.2086121,130.8976888,45°12′31.00″,130°53′51.68″,467,230303
滴道区,45.34660762,130.8362262,45°20′47.79″,130°50′10.41″,467,230304
梨树区,45.08988088,130.6898351,45°5′23.57″,130°41′23.41″,467,230305
城子河区,45.33470089,131.0037628,45°20′4.92″,131°0′13.55″,467,230306
麻山区,45.2097789,130.4706875,45°12′35.20″,130°28′14.48″,467,230307
鸡东县,45.25810756,131.1165978,45°15′29.19″,131°6′59.75″,467,230321
虎林市,45.76056223,132.9301452,45°45′38.02″,132°55′48.52″,467,230381
密山市,45.5443473,131.8704952,45°32′39.65″,131°52′13.78″,467,230382
鹤岗市,47.34748904,130.2902475,47°20′50.96″,130°17′24.89″,468,230400
向阳区,47.34004956,130.2864764,47°20′24.18″,130°17′11.32″,468,230402
工农区,47.31628749,130.2668825,47°18′58.63″,130°16′0.78″,468,230403
南山区,47.311635,130.2689519,47°18′41.89″,130°16′8.23″,468,230404
兴安区,47.2504684,130.2314454,47°15′1.69″,130°13′53.20″,468,230405
东山区,47.3360599,130.3091653,47°20′9.82″,130°18′32.99″,468,230406
兴山区,47.35532791,130.2848824,47°21′19.18″,130°17′5.58″,468,230407
萝北县,47.57511038,130.8207725,47°34′30.40″,130°49′14.78″,468,230421
绥滨县,47.28679825,131.8449913,47°17′12.47″,131°50′41.97″,468,230422
双鸭山市,46.64467677,131.1514152,46°38′40.84″,131°9′5.09″,469,230500
尖山区,46.64410407,131.1502778,46°38′38.77″,131°9′1.00″,469,230502
岭东区,46.59049061,131.1566019,46°35′25.77″,131°9′23.77″,469,230503
四方台区,46.59213855,131.3264386,46°35′31.70″,131°19′35.18″,469,230505
宝山区,46.57489729,131.3933582,46°34′29.63″,131°23′36.09″,469,230506
集贤县,46.72607159,131.1322915,46°43′33.86″,131°7′56.25″,469,230521
友谊县,46.76530931,131.8002491,46°45′55.11″,131°48′0.90″,469,230522
宝清县,46.32479882,132.1896833,46°19′29.28″,132°11′22.86″,469,230523
饶河县,46.7958983,134.0064476,46°47′45.23″,134°0′23.21″,469,230524
大庆市,46.58807767,125.0975828,46°35′17.08″,125°5′51.30″,459,230600
萨尔图区,46.59148436,125.0808855,46°35′29.34″,125°4′51.19″,459,230602
龙凤区,46.56015501,125.1282902,46°33′36.56″,125°7′41.84″,459,230603
让胡路区,46.65044074,124.8641259,46°39′1.59″,124°51′50.85″,459,230604
红岗区,46.3960178,124.8829962,46°23′45.66″,124°52′58.79″,459,230605
大同区,46.03799603,124.8058014,46°2′16.79″,124°48′20.89″,459,230606
肇州县,45.69760393,125.2618082,45°41′51.37″,125°15′42.51″,459,230621
肇源县,45.51712307,125.0713144,45°31′1.64″,125°4′16.73″,459,230622
林甸县,47.17000115,124.8570126,47°10′12.00″,124°51′25.25″,459,230623
杜尔伯特蒙古族自治县,46.86057586,124.4356976,46°51′38.07″,124°26′8.51″,459,230624
伊春市,47.72524721,128.8335853,47°43′30.89″,128°50′0.91″,458,230700
伊春区,47.72578819,128.9004947,47°43′32.84″,128°54′1.78″,458,230702
南岔区,47.13572843,129.2758603,47°8′8.62″,129°16′33.10″,458,230703
友好区,47.85387874,128.8315186,47°51′13.96″,128°49′53.47″,458,230704
西林区,47.47827372,129.305094,47°28′41.79″,129°18′18.34″,458,230705
翠峦区,47.72203619,128.6665784,47°43′19.33″,128°39′59.68″,458,230706
新青区,48.28827432,129.5256874,48°17′17.79″,129°31′32.47″,458,230707
美溪区,47.632502,129.1215193,47°37′57.01″,129°7′17.47″,458,230708
金山屯区,47.41048688,129.4210974,47°24′37.75″,129°25′15.95″,458,230709
五营区,48.10561409,129.2375813,48°6′20.21″,129°14′15.29″,458,230710
乌马河区,47.72455225,128.7930104,47°43′28.39″,128°47′34.84″,458,230711
汤旺河区,48.45259477,129.5632759,48°27′9.34″,129°33′47.79″,458,230712
带岭区,47.02576028,129.0150392,47°1′32.74″,129°0′54.14″,458,230713
乌伊岭区,48.58803127,129.4296672,48°35′16.91″,129°25′46.80″,458,230714
红星区,48.2369898,129.3828064,48°14′13.16″,129°22′58.10″,458,230715
上甘岭区,47.97233362,129.0167233,47°58′20.40″,129°1′0.20″,458,230716
嘉荫县,48.88653133,130.3946316,48°53′11.51″,130°23′40.67″,458,230722
铁力市,46.98381363,128.018168,46°59′1.73″,128°1′5.40″,458,230781
佳木斯市,46.79770871,130.3111332,46°47′51.75″,130°18′40.08″,454,230800
向阳区,46.80547067,130.3572761,46°48′19.69″,130°21′26.19″,454,230803
前进区,46.81170567,130.3670601,46°48′42.14″,130°22′1.42″,454,230804
东风区,46.82022639,130.3957032,46°49′12.82″,130°23′44.53″,454,230805
郊区,46.79770871,130.3111332,46°47′51.75″,130°18′40.08″,454,230811
桦南县,46.23722874,130.5459136,46°14′14.02″,130°32′45.29″,454,230822
桦川县,47.0209139,130.711236,47°1′15.29″,130°42′40.45″,454,230826
汤原县,46.7287503,129.8976194,46°43′43.50″,129°53′51.43″,454,230828
抚远县,48.36153392,134.2862552,48°21′41.52″,134°17′10.52″,454,230833
同江市,47.63977462,132.5035449,47°38′23.19″,132°30′12.76″,454,230881
富锦市,47.24759023,132.0298061,47°14′51.32″,132°1′47.30″,454,230882
七台河市,45.76977855,130.9972546,45°46′11.20″,130°59′50.12″,464,230900
新兴区,45.81391815,130.9246087,45°48′50.11″,130°55′28.59″,464,230902
桃山区,45.76557298,131.0101072,45°45′56.06″,131°0′36.39″,464,230903
茄子河区,45.78281924,131.0601223,45°46′58.15″,131°3′36.44″,464,230904
勃利县,45.75402282,130.5847869,45°45′14.48″,130°35′5.23″,464,230921
牡丹江市,44.54969954,129.6261041,44°32′58.92″,129°37′33.97″,453,231000
东安区,44.57940754,129.6195717,44°34′45.87″,129°37′10.46″,453,231002
阳明区,44.59407758,129.6283842,44°35′38.68″,129°37′42.18″,453,231003
爱民区,44.59411267,129.5846028,44°35′38.81″,129°35′4.57″,453,231004
西安区,44.57572201,129.6091024,44°34′32.60″,129°36′32.77″,453,231005
东宁县,44.06012394,131.1181349,44°3′36.45″,131°7′5.29″,453,231024
林口县,45.27580391,130.2766204,45°16′32.89″,130°16′35.83″,453,231025
绥芬河市,44.40995999,131.1448373,44°24′35.86″,131°8′41.41″,453,231081
海林市,44.5713061,129.3825566,44°34′16.70″,129°22′57.20″,453,231083
宁安市,44.33845642,129.4755286,44°20′18.44″,129°28′31.90″,453,231084
穆棱市,44.91668587,130.5171521,44°55′0.07″,130°31′1.75″,453,231085
黑河市,50.24364023,127.5211429,50°14′37.10″,127°31′16.11″,456,231100
爱辉区,50.25028005,127.4932932,50°15′1.01″,127°29′35.86″,456,231102
嫩江县,49.17303346,125.2102307,49°10′22.92″,125°12′36.83″,456,231121
逊克县,49.5797203,128.4674511,49°34′46.99″,128°28′2.82″,456,231123
孙吴县,49.42337883,127.3290101,49°25′24.16″,127°19′44.44″,456,231124
北安市,48.23688878,126.4751293,48°14′12.80″,126°28′30.47″,456,231181
五大连池市,48.51523748,126.1986176,48°30′54.85″,126°11′55.02″,456,231182
绥化市,46.63471214,126.9736599,46°38′4.96″,126°58′25.18″,455,231200
北林区,46.63541436,126.9792456,46°38′7.49″,126°58′45.28″,455,231202
望奎县,46.83061238,126.4796387,46°49′50.20″,126°28′46.70″,455,231221
兰西县,46.25047355,126.2817454,46°15′1.70″,126°16′54.28″,455,231222
青冈县,46.68750302,126.1071336,46°41′15.01″,126°6′25.68″,455,231223
庆安县,46.878063,127.5010673,46°52′41.03″,127°30′3.84″,455,231224
明水县,47.17441947,125.8972617,47°10′27.91″,125°53′50.14″,455,231225
绥棱县,47.23355638,127.1079053,47°14′0.80″,127°6′28.46″,455,231226
安达市,46.4160016,125.3370889,46°24′57.61″,125°20′13.52″,455,231281
肇东市,46.04927277,125.9558233,46°2′57.38″,125°57′20.96″,455,231282
海伦市,47.45972962,126.966695,47°27′35.03″,126°58′0.10″,455,231283
大兴安岭地区,52.33379013,124.7033777,52°20′1.64″,124°42′12.16″,457,232700
呼玛县,51.72411198,126.6581682,51°43′26.80″,126°39′29.41″,457,232721
塔河县,52.33797313,124.7042007,52°20′16.70″,124°42′15.12″,457,232722
漠河县,52.97073102,122.5315432,52°58′14.63″,122°31′53.56″,457,232723
上海市,31.23231042,121.4691603,31°13′56.32″,121°28′8.98″,21,310000
黄浦区,31.23363694,121.4799095,31°14′1.09″,121°28′47.67″,21,310101
卢湾区,31.21984321,121.4662833,31°13′11.44″,121°27′58.62″,21,310103
徐汇区,31.19039993,121.4319126,31°11′25.44″,121°25′54.89″,21,310104
长宁区,31.22220563,121.4199848,31°13′19.94″,121°25′11.95″,21,310105
静安区,31.22977655,121.4429377,31°13′47.20″,121°26′34.58″,21,310106
普陀区,31.25137929,121.3917554,31°15′4.97″,121°23′30.32″,21,310107
闸北区,31.24899591,121.4548062,31°14′56.39″,121°27′17.30″,21,310108
虹口区,31.26660569,121.5007104,31°15′59.78″,121°30′2.56″,21,310109
杨浦区,31.26162431,121.5217342,31°15′41.85″,121°31′18.24″,21,310110
闵行区,31.11474807,121.3770532,31°6′53.09″,121°22′37.39″,21,310112
宝山区,31.4073616,121.4851166,31°24′26.50″,121°29′6.42″,21,310113
嘉定区,31.37757559,121.2608143,31°22′39.27″,121°15′38.93″,21,310114
浦东新区,31.22407848,121.5404187,31°13′26.68″,121°32′25.51″,21,310115
金山区,30.74417288,121.3374575,30°44′39.02″,121°20′14.85″,21,310116
松江区,31.03435753,121.2233321,31°2′3.69″,121°13′24.00″,21,310117
青浦区,31.15256331,121.1195753,31°9′9.23″,121°7′10.47″,21,310118
奉贤区,30.92056636,121.4696242,30°55′14.04″,121°28′10.65″,21,310120
崇明县,31.62532744,121.3927339,31°37′31.18″,121°23′33.84″,21,310230
南京市,32.06232359,118.791695,32°3′44.36″,118°47′30.10″,25,320100
玄武区,32.05069327,118.792677,32°3′2.50″,118°47′33.64″,25,320102
白下区,32.03442353,118.7883132,32°2′3.92″,118°47′17.93″,25,320103
秦淮区,32.01386708,118.7934793,32°0′49.92″,118°47′36.53″,25,320104
建邺区,32.03355634,118.7611788,32°2′0.80″,118°45′40.24″,25,320105
鼓楼区,32.06837709,118.7645704,32°4′6.16″,118°45′52.45″,25,320106
下关区,32.09032419,118.7343524,32°5′25.17″,118°44′3.67″,25,320107
浦口区,32.06119498,118.6228689,32°3′40.30″,118°37′22.33″,25,320111
栖霞区,32.11649887,118.8748088,32°6′59.40″,118°52′29.31″,25,320113
雨花台区,31.99344722,118.7739215,31°59′36.41″,118°46′26.12″,25,320114
江宁区,31.95499104,118.8348882,31°57′17.97″,118°50′5.60″,25,320115
六合区,32.34745631,118.8374816,32°20′50.84″,118°50′14.93″,25,320116
溧水县,31.65321801,119.023228,31°39′11.58″,119°1′23.62″,25,320124
高淳县,31.32971932,118.8872123,31°19′46.99″,118°53′13.96″,25,320125
无锡市,31.56805091,120.2984351,31°34′4.98″,120°17′54.37″,510,320200
崇安区,31.58193571,120.2951601,31°34′54.97″,120°17′42.58″,510,320202
南长区,31.56548383,120.3041303,31°33′55.74″,120°18′14.87″,510,320203
北塘区,31.60667701,120.2889198,31°36′24.04″,120°17′20.11″,510,320204
锡山区,31.68291766,120.2939467,31°40′58.50″,120°17′38.21″,510,320205
惠山区,31.68291766,120.2939467,31°40′58.50″,120°17′38.21″,510,320206
滨湖区,31.52236623,120.2887842,31°31′20.52″,120°17′19.62″,510,320211
江阴市,31.92264002,120.2803433,31°55′21.50″,120°16′49.24″,510,320281
宜兴市,31.34070438,119.8174326,31°20′26.54″,119°49′2.76″,510,320282
徐州市,34.20604556,117.2783324,34°12′21.76″,117°16′42.00″,516,320300
鼓楼区,34.2897122,117.1798192,34°17′22.96″,117°10′47.35″,516,320302
云龙区,34.25023515,117.2240612,34°15′0.85″,117°13′26.62″,516,320303
九里区,34.30320362,117.1300737,34°18′11.53″,117°7′48.27″,516,320304
贾汪区,34.4440524,117.4476889,34°26′38.59″,117°26′51.68″,516,320305
泉山区,34.24548209,117.1880389,34°14′43.74″,117°11′16.94″,516,320311
丰县,34.69486594,116.5902538,34°41′41.52″,116°35′24.91″,516,320321
沛县,34.72278919,116.9321354,34°43′22.04″,116°55′55.69″,516,320322
铜山县,34.18146711,117.1637401,34°10′53.28″,117°9′49.46″,516,320323
睢宁县,33.91431451,117.9361528,33°54′51.53″,117°56′10.15″,516,320324
新沂市,34.37038426,118.3487369,34°22′13.38″,118°20′55.45″,516,320381
邳州市,34.34025453,118.0068268,34°20′24.92″,118°0′24.58″,516,320382
常州市,31.81213755,119.9697279,31°48′43.70″,119°58′11.02″,519,320400
天宁区,31.78012246,119.9597284,31°46′48.44″,119°57′35.02″,519,320402
钟楼区,31.80435484,119.8970965,31°48′15.68″,119°53′49.55″,519,320404
戚墅堰区,31.72171945,120.0561635,31°43′18.19″,120°3′22.19″,519,320405
新北区,31.83245066,119.9666689,31°49′56.82″,119°58′0.01″,519,320411
武进区,31.70307864,119.9376676,31°42′11.08″,119°56′15.60″,519,320412
溧阳市,31.4188154,119.4789753,31°25′7.74″,119°28′44.31″,519,320481
金坛市,31.74250454,119.5728851,31°44′33.02″,119°34′22.39″,519,320482
苏州市,31.30106785,120.5811425,31°18′3.84″,120°34′52.11″,512,320500
沧浪区,31.3044361,120.6269451,31°18′15.97″,120°37′37.00″,512,320502
平江区,31.31614629,120.6254191,31°18′58.13″,120°37′31.51″,512,320503
金阊区,31.31292462,120.5965128,31°18′46.53″,120°35′47.45″,512,320504
虎丘区,31.29745994,120.5692557,31°17′50.86″,120°34′9.32″,512,320505
吴中区,31.26497378,120.6278045,31°15′53.91″,120°37′40.10″,512,320506
相城区,31.37117485,120.638371,31°22′16.23″,120°38′18.14″,512,320507
常熟市,31.65551568,120.7481189,31°39′19.86″,120°44′53.23″,512,320581
张家港市,31.87753709,120.5515509,31°52′39.13″,120°33′5.58″,512,320582
昆山市,31.38695102,120.9768477,31°23′13.02″,120°58′36.65″,512,320583
吴江市,31.15993522,120.6398681,31°9′35.77″,120°38′23.53″,512,320584
太仓市,31.45154092,121.1042905,31°27′5.55″,121°6′15.45″,512,320585
南通市,31.98215841,120.8901076,31°58′55.77″,120°53′24.39″,513,320600
崇川区,32.01208641,120.852623,32°0′43.51″,120°51′9.44″,513,320602
港闸区,32.03334572,120.8138082,32°2′0.04″,120°48′49.71″,513,320611
通州区,32.06608073,121.069288,32°3′57.89″,121°4′9.44″,513,320612
海安县,32.53549521,120.462692,32°32′7.78″,120°27′45.69″,513,320621
如东县,32.31775696,121.1828054,32°19′3.93″,121°10′58.10″,513,320623
启东市,31.81028055,121.6531257,31°48′37.01″,121°39′11.25″,513,320681
如皋市,32.3718756,120.5713989,32°22′18.75″,120°34′17.04″,513,320682
海门市,31.8955798,121.1660091,31°53′44.09″,121°9′57.63″,513,320684
连云港市,34.59756402,119.2157459,34°35′51.23″,119°12′56.69″,518,320700
连云区,34.7535598,119.3670808,34°45′12.82″,119°22′1.49″,518,320703
新浦区,34.60630234,119.1706883,34°36′22.69″,119°10′14.48″,518,320705
海州区,34.57323368,119.1579158,34°34′23.64″,119°9′28.50″,518,320706
赣榆县,34.84137707,119.1716336,34°50′28.96″,119°10′17.88″,518,320721
东海县,34.5434303,118.765739,34°32′36.35″,118°45′56.66″,518,320722
灌云县,34.2856177,119.2338986,34°17′8.22″,119°14′2.03″,518,320723
灌南县,34.08793505,119.3101543,34°5′16.57″,119°18′36.56″,518,320724
淮安市,33.61175391,119.0098378,33°36′42.31″,119°0′35.42″,517,320800
清河区,33.60092435,119.0023713,33°36′3.33″,119°0′8.54″,517,320802
楚州区,33.50430764,119.1355203,33°30′15.51″,119°8′7.87″,517,320803
淮阴区,33.63325085,119.0292372,33°37′59.70″,119°1′45.25″,517,320804
清浦区,33.55399294,119.0211166,33°33′14.37″,119°1′16.02″,517,320811
涟水县,33.78234578,119.2554006,33°46′56.44″,119°15′19.44″,517,320826
洪泽县,33.2959808,118.8679774,33°17′45.53″,118°52′4.72″,517,320829
盱眙县,33.00479961,118.494309,33°0′17.28″,118°29′39.51″,517,320830
金湖县,33.02540973,119.0152558,33°1′31.48″,119°0′54.92″,517,320831
盐城市,33.34879402,120.1585989,33°20′55.66″,120°9′30.96″,515,320900
亭湖区,33.39286962,120.1349135,33°23′34.33″,120°8′5.69″,515,320902
盐都区,33.33914267,120.1500739,33°20′20.91″,120°9′0.27″,515,320903
响水县,34.20092297,119.5732004,34°12′3.32″,119°34′23.52″,515,320921
滨海县,33.99172618,119.8157348,33°59′30.21″,119°48′56.65″,515,320922
阜宁县,33.78312353,119.7957033,33°46′59.24″,119°47′44.53″,515,320923
射阳县,33.77617056,120.2532787,33°46′34.21″,120°15′11.80″,515,320924
建湖县,33.46575964,119.7932494,33°27′56.73″,119°47′35.70″,515,320925
东台市,32.85293617,120.3186406,32°51′10.57″,120°19′7.11″,515,320981
大丰市,33.19646339,120.4566149,33°11′47.27″,120°27′23.81″,515,320982
扬州市,32.39608084,119.4074836,32°23′45.89″,119°24′26.94″,514,321000
广陵区,32.39660243,119.426394,32°23′47.77″,119°25′35.02″,514,321002
邗江区,32.37923458,119.3925596,32°22′45.24″,119°23′33.21″,514,321003
维扬区,32.41927022,119.4045766,32°25′9.37″,119°24′16.48″,514,321011
宝应县,33.23593951,119.3024226,33°14′9.38″,119°18′8.72″,514,321023
仪征市,32.27405011,119.1795401,32°16′26.58″,119°10′46.34″,514,321081
高邮市,32.78347359,119.4537308,32°47′0.50″,119°27′13.43″,514,321084
江都市,32.43688613,119.5649786,32°26′12.79″,119°33′53.92″,514,321088
镇江市,32.2010717,119.4518449,32°12′3.86″,119°27′6.64″,511,321100
京口区,32.2000442,119.4641342,32°12′0.16″,119°27′50.88″,511,321102
润州区,32.19719839,119.4064839,32°11′49.91″,119°24′23.34″,511,321111
丹徒区,32.13382418,119.428414,32°8′1.77″,119°25′42.29″,511,321112
丹阳市,31.99333837,119.5703886,31°59′36.02″,119°34′13.40″,511,321181
扬中市,32.23912866,119.7914815,32°14′20.86″,119°47′29.33″,511,321182
句容市,31.94674776,119.1637499,31°56′48.29″,119°9′49.50″,511,321183
泰州市,32.45800045,119.9183846,32°27′28.80″,119°55′6.18″,523,321200
海陵区,32.49323348,119.9146931,32°29′35.64″,119°54′52.90″,523,321202
高港区,32.32051636,119.8771316,32°19′13.86″,119°52′37.67″,523,321203
兴化市,32.91243658,119.8477903,32°54′44.77″,119°50′52.05″,523,321281
靖江市,32.01681039,120.2698766,32°1′0.52″,120°16′11.56″,523,321282
泰兴市,32.17375071,120.0467186,32°10′25.50″,120°2′48.19″,523,321283
姜堰市,32.5099203,120.1236779,32°30′35.71″,120°7′25.24″,523,321284
宿迁市,33.96333773,118.2699985,33°57′48.02″,118°16′11.99″,527,321300
宿城区,33.95350289,118.2742465,33°57′12.61″,118°16′27.29″,527,321302
宿豫区,33.94809024,118.3252084,33°56′53.12″,118°19′30.75″,527,321311
沭阳县,34.1123678,118.7994035,34°6′44.52″,118°47′57.85″,527,321322
泗阳县,33.72257906,118.6983399,33°43′21.28″,118°41′54.02″,527,321323
泗洪县,33.46040431,118.2107138,33°27′37.46″,118°12′38.57″,527,321324
杭州市,30.27641481,120.1503805,30°16′35.09″,120°9′1.37″,571,330100
上城区,30.24480769,120.1645417,30°14′41.31″,120°9′52.35″,571,330102
下城区,30.28389863,120.1763335,30°17′2.04″,120°10′34.80″,571,330103
江干区,30.25956472,120.2005913,30°15′34.43″,120°12′2.13″,571,330104
拱墅区,30.32133458,120.1367225,30°19′16.80″,120°8′12.20″,571,330105
西湖区,30.26178134,120.1250344,30°15′42.41″,120°7′30.12″,571,330106
滨江区,30.21090695,120.2074827,30°12′39.27″,120°12′26.94″,571,330108
萧山区,30.18516379,120.2600362,30°11′6.59″,120°15′36.13″,571,330109
余杭区,30.42143301,120.294912,30°25′17.16″,120°17′41.68″,571,330110
桐庐县,29.7954956,119.6873731,29°47′43.78″,119°41′14.54″,571,330122
淳安县,29.61119824,119.0367142,29°36′40.31″,119°2′12.17″,571,330127
建德市,29.47738105,119.2761218,29°28′38.57″,119°16′34.04″,571,330182
富阳市,30.0514244,119.9556102,30°3′5.13″,119°57′20.20″,571,330183
临安市,30.23635735,119.719846,30°14′10.89″,119°43′11.45″,571,330185
宁波市,29.87088522,121.539795,29°52′15.19″,121°32′23.26″,574,330200
海曙区,29.86234473,121.5469032,29°51′44.44″,121°32′48.85″,574,330203
江东区,29.86962669,121.5661561,29°52′10.66″,121°33′58.16″,574,330204
江北区,29.89035056,121.5526697,29°53′25.26″,121°33′9.61″,574,330205
北仑区,29.90141445,121.8405599,29°54′5.09″,121°50′26.02″,574,330206
镇海区,29.9517025,121.712409,29°57′6.13″,121°42′44.67″,574,330211
鄞州区,29.81885576,121.5426416,29°49′7.88″,121°32′33.51″,574,330212
象山县,29.47939955,121.8653318,29°28′45.84″,121°51′55.19″,574,330225
宁海县,29.29082969,121.4251894,29°17′26.99″,121°25′30.68″,574,330226
余姚市,30.03950038,121.1501604,30°2′22.20″,121°9′0.58″,574,330281
慈溪市,30.17209448,121.2621112,30°10′19.54″,121°15′43.60″,574,330282
奉化市,29.65743451,121.4022405,29°39′26.76″,121°24′8.07″,574,330283
温州市,27.99754975,120.6953222,27°59′51.18″,120°41′43.16″,577,330300
鹿城区,28.01833266,120.6510853,28°1′6.00″,120°39′3.91″,577,330302
龙湾区,27.93607309,120.807199,27°56′9.86″,120°48′25.92″,577,330303
瓯海区,28.01050781,120.6336425,28°0′37.83″,120°38′1.11″,577,330304
洞头县,27.83923733,121.1529736,27°50′21.25″,121°9′10.70″,577,330322
永嘉县,28.15670643,120.6876996,28°9′24.14″,120°41′15.72″,577,330324
平阳县,27.66524751,120.5617996,27°39′54.89″,120°33′42.48″,577,330326
苍南县,27.52129625,120.4214262,27°31′16.67″,120°25′17.13″,577,330327
文成县,27.7900288,120.086888,27°47′24.10″,120°5′12.80″,577,330328
泰顺县,27.55960166,119.71276,27°33′34.57″,119°42′45.94″,577,330329
瑞安市,27.78167209,120.6512674,27°46′54.02″,120°39′4.56″,577,330381
乐清市,28.12627768,120.9582122,28°7′34.60″,120°57′29.56″,577,330382
嘉兴市,30.75621991,120.75423,30°45′22.39″,120°45′15.23″,573,330400
南湖区,30.74981514,120.7786897,30°44′59.33″,120°46′43.28″,573,330402
秀洲区,30.76673034,120.7049186,30°46′0.23″,120°42′17.71″,573,330411
嘉善县,30.83331838,120.9218244,30°49′59.95″,120°55′18.57″,573,330421
海盐县,30.52808356,120.9421803,30°31′41.10″,120°56′31.85″,573,330424
海宁市,30.51314587,120.6765477,30°30′47.33″,120°40′35.57″,573,330481
平湖市,30.69876143,121.0170255,30°41′55.54″,121°1′1.29″,573,330482
桐乡市,30.63239273,120.5610123,30°37′56.61″,120°33′39.64″,573,330483
湖州市,30.89640398,120.0819525,30°53′47.05″,120°4′55.03″,572,330500
吴兴区,30.85929115,120.121021,30°51′33.45″,120°7′15.68″,572,330502
南浔区,30.86910161,120.4159326,30°52′8.77″,120°24′57.36″,572,330503
德清县,30.53644411,119.9736318,30°32′11.20″,119°58′25.07″,572,330521
长兴县,31.02928558,119.9065856,31°1′45.43″,119°54′23.71″,572,330522
安吉县,30.64073485,119.6753891,30°38′26.65″,119°40′31.40″,572,330523
绍兴市,29.99840081,120.5820428,29°59′54.24″,120°34′55.35″,575,330600
越城区,29.99142278,120.577977,29°59′29.12″,120°34′40.72″,575,330602
绍兴县,30.08438586,120.4904644,30°5′3.79″,120°29′25.67″,575,330621
新昌县,29.50259504,120.8999164,29°30′9.34″,120°53′59.70″,575,330624
诸暨市,29.71621675,120.2319893,29°42′58.38″,120°13′55.16″,575,330681
上虞市,30.01559196,120.8729731,30°0′56.13″,120°52′22.70″,575,330682
嵊州市,29.591072,120.8174457,29°35′27.86″,120°49′2.80″,575,330683
金华市,29.08213636,119.6427218,29°4′55.69″,119°38′33.80″,579,330700
婺城区,29.08949013,119.5665323,29°5′22.16″,119°33′59.52″,579,330702
金东区,29.10228572,119.6880758,29°6′8.23″,119°41′17.07″,579,330703
武义县,28.89575897,119.8117238,28°53′44.73″,119°48′42.21″,579,330723
浦江县,29.45571008,119.8868409,29°27′20.56″,119°53′12.63″,579,330726
磐安县,29.05677922,120.4457261,29°3′24.41″,120°26′44.61″,579,330727
兰溪市,29.21115005,119.4553951,29°12′40.14″,119°27′19.42″,579,330781
义乌市,29.30932488,120.0703266,29°18′33.57″,120°4′13.18″,579,330782
东阳市,29.29232016,120.2371798,29°17′32.35″,120°14′13.85″,579,330783
永康市,28.8916377,120.042727,28°53′29.90″,120°2′33.82″,579,330784
衢州市,28.93892253,118.8695953,28°56′20.12″,118°52′10.54″,570,330800
柯城区,28.97159216,118.8665533,28°58′17.73″,118°51′59.59″,570,330802
衢江区,28.98287463,118.9546747,28°58′58.35″,118°57′16.83″,570,330803
常山县,28.90434871,118.5063464,28°54′15.66″,118°30′22.85″,570,330822
开化县,29.1399562,118.4102862,29°8′23.84″,118°24′37.03″,570,330824
龙游县,29.0311131,119.1672373,29°1′52.01″,119°10′2.05″,570,330825
江山市,28.74051874,118.6218992,28°44′25.87″,118°37′18.84″,570,330881
舟山市,29.98784846,122.2024466,29°59′16.25″,122°12′8.81″,580,330900
定海区,30.02210175,122.1024211,30°1′19.57″,122°6′8.72″,580,330902
普陀区,29.95166278,122.2986307,29°57′5.99″,122°17′55.07″,580,330903
岱山县,30.2460814,122.2010201,30°14′45.89″,122°12′3.67″,580,330921
嵊泗县,30.727821,122.4470529,30°43′40.16″,122°26′49.39″,580,330922
台州市,28.65932803,121.416326,28°39′33.58″,121°24′58.77″,576,331000
椒江区,28.67592587,121.4385628,28°40′33.33″,121°26′18.83″,576,331002
黄岩区,28.65333191,121.2574139,28°39′11.99″,121°15′26.69″,576,331003
路桥区,28.58561951,121.3607262,28°35′8.23″,121°21′38.61″,576,331004
玉环县,28.1391656,121.2276208,28°8′21.00″,121°13′39.43″,576,331021
三门县,29.10742985,121.3910214,29°6′26.75″,121°23′27.68″,576,331022
天台县,29.1468294,121.0025345,29°8′48.59″,121°0′9.12″,576,331023
仙居县,28.84981286,120.7245189,28°50′59.33″,120°43′28.27″,576,331024
温岭市,28.37625397,121.3807768,28°22′34.51″,121°22′50.80″,576,331081
临海市,28.86134403,121.1405639,28°51′40.84″,121°8′26.03″,576,331082
丽水市,28.47103478,119.9183972,28°28′15.73″,119°55′6.23″,578,331100
莲都区,28.44946085,119.9082498,28°26′58.06″,119°54′29.70″,578,331102
青田县,28.1431136,120.2851287,28°8′35.21″,120°17′6.46″,578,331121
缙云县,28.66225915,120.0868372,28°39′44.13″,120°5′12.61″,578,331122
遂昌县,28.5952188,119.2712845,28°35′42.79″,119°16′16.62″,578,331123
